"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.3 for 2021-2022 @t1",
"e","o","","677","1659454620130","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","o",,"678","1659454620131","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","678","1659454620136","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","678","1659454620227","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","d","","678","1659454620228","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","d",,"679","1659454620229","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","679","1659454620234","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","679","1659454620358","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","679","1659454620359","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"680","1659454620370","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",".","","680","1659454620449","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",".",,"681","1659454620449","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e"," ","","681","1659454620454","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",""," ","681","1659454620672","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","n","","681","1659454620673","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","n",,"682","1659454620675","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","e","","682","1659454620752","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","e",,"683","1659454620754","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","x","","683","1659454620909","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k","x",,"684","1659454620911","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","Choose Lookup Item Replace",,,"1659454621071","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","t","","684","1659454621074","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e",";","","685","1659454622255","LinkedList.java","1.1.3 for 2021-2022 @t1",
"k",";",,"686","1659454622256","LinkedList.java","1.1.3 for 2021-2022 @t1",
"e","","    ","525","1659454622450","LinkedList.java","1.1.3 for 2021-2022 @t1",
"a","EditorChange",,,"1659454625872","LinkedList.java","1.1.3 for 2021-2022 @t1",
